"CASE","SERIAL","REF","QUESTNNR","MODE","LANGUAGE","STARTED","PA01","PA18","PA05_01","PA05_02","PA05_03","PA05_04","PA05_05","PA05_06","PA20_01","PA20_02","PA20_03","PA20_04","PA20_05","PA20_06","PA14","PA12","PA17","PA07_01","PA19_01","PA08_01","PA23_01","PA15","PA22","PA16","TR02_01","TR03","TR16","TR04_01","TR04_02","TR04_03","TR04_04","TR04_05","TR04_06","TR04_07","TR04_08","TR11_01","TR11_02","TR11_03","TR11_04","TR11_05","TR11_06","TR11_07","TR11_08","TR05_02","TR05_03","TR05_04","TR05_05","TR05_06","TR05_07","TR06","TR17","SD01","SD03_01","SD04","SD07","SD09","SD17","SD15","SD12","SD14","SD16","GT01","GT02","RG02_01","RG11_01","RG12_01","RG09","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
1273,,,"russia","interview","rus",2021-04-10 16:11:32,2,,4,5,5,5,2,4,,,,,,,3,,,-1,,-1,,3,,2,"? ???????? 2021 ???? ??????? ??????",3,,3,2,2,2,2,2,2,2,,,,,,,,,-1,1,2,-1,-1,-1,2,,2,38,7,2,5,,1,1,,1,2,,"3",,,1,6,39,52,61,71,47,61,337,,2021-04-10 16:17:09,1,0,7,7,0,0,1.33,19
1274,,,"russia","interview","rus",2021-04-10 16:11:32,3,,2,4,5,5,-9,5,,,,,,,1,,,-1,,10,,3,,1,"? ???????? ????? ?????? ? ???????",3,,3,2,2,2,2,2,2,2,,,,,,,,,2,2,3,3,2,2,2,,2,45,4,2,1,,1,1,,1,2,,"3",,,1,21,58,57,112,96,38,45,427,,2021-04-10 16:18:39,1,0,7,7,3,2,0.95,5
1275,,,"russia","interview","rus",2021-04-10 16:11:33,1,,4,5,5,5,5,3,,,,,,,3,,,5,,6,,4,,1,"? ????? ????? ????? ?? ????? ?? ??????? ????????? ??????????????? ????? ???? ?? ???? ??? ??? ? ????! ??????????? ??????????? ???????? ??? ??????? ?????????? ? ""?????? ??????"" ?? 12-23%.",4,,1,1,1,1,4,1,1,1,,,,,,,,,1,1,1,1,1,1,4,,1,31,7,1,2,,1,1,,3,2,,"3",,,1,5,18,48,184,55,28,44,382,,2021-04-10 16:17:55,1,0,7,7,0,0,1.51,27
1277,,,"russia","interview","rus",2021-04-10 16:11:34,1,,3,5,5,5,2,2,,,,,,,1,,,7,,5,,1,,2,"?????? ?????? ????????? ?? 450 ????. ????????? ????? ?? ?????? ? ?? ????????? ? ??????? ",1,,4,4,4,4,4,4,4,4,,,,,,,,,4,3,2,2,4,2,4,,1,22,10,2,2,,1,1,,2,2,,"3",,,1,7,24,63,118,58,32,63,365,,2021-04-10 16:17:39,1,0,7,7,0,0,1.26,14
1278,,,"russia","interview","rus",2021-04-10 16:11:35,3,,2,3,4,4,5,5,,,,,,,2,,,-1,,10,,2,,2,"19 ???????? 2021 ???? ?????? ?????? ????????? ??????????????? ????. ????? ??? ??????????? ????? ????????, ??? ???????? ?????? ???????? ????????? ??????? ?????????? ? ????????????? ???????? ???????.",4,,1,1,1,1,1,1,1,1,,,,,,,,,2,2,2,-1,2,-1,1,,1,30,7,4,1,,5,1,,2,2,,"2",,,1,29,69,99,467,106,59,87,916,,2021-04-10 16:26:51,1,0,7,7,0,0,0.56,0
1279,,,"russia","interview","rus",2021-04-10 16:11:36,3,,4,5,1,5,5,5,,,,,,,2,,,-1,,10,,3,,2," ? ???????? 2021?. ? ??? ?????? ?????? ????????? ??????????????? ????.??? ??????????? ?? ????????????? ???????? ???? ????? ????? ??????????",3,,3,2,2,4,2,3,3,4,,,,,,,,,1,2,3,2,2,3,3,,1,55,10,2,4,,5,1,,2,-1,,"2",,,1,34,59,88,125,134,55,70,565,,2021-04-10 16:21:01,1,0,7,7,0,0,0.7,1
1280,,,"russia","interview","rus",2021-04-10 16:11:38,3,,2,2,4,5,5,4,,,,,,,16,,,-1,,7,,3,,-1,"?????? ???? ????????????????. ????? ????????????? ???????? ?????????? ? ??????????????? ?? ????????? ????????????????",2,,-1,2,1,-1,2,2,3,2,,,,,,,,,-1,-1,-1,-1,-1,-1,3,,1,22,4,4,1,,3,1,,3,2,,"4",,,1,10,21,54,188,66,35,61,435,,2021-04-10 16:18:53,1,0,7,7,0,0,1.13,9
1281,,,"russia","interview","rus",2021-04-10 16:11:38,2,,1,5,2,5,5,5,,,,,,,1,,,10,,8,,4,,1,"?????? ??? ?????? ? ????????? ???????????, ? ?????? ???????? ??????. ?????????? ???? ???????????? ? ???? ?????????? ?? ?????? ?? ????????????? ????????.",2,,4,4,3,4,3,3,3,4,,,,,,,,,2,3,2,1,4,3,2,,1,48,7,2,5,,1,1,,1,1,,"3",,,1,24,31,71,162,79,46,87,500,,2021-04-10 16:19:58,1,0,7,7,0,0,0.83,0
1282,,,"russia","interview","rus",2021-04-10 16:11:38,1,,1,2,2,4,1,4,,,,,,,16,,,6,,10,,3,,2,"????? ?????? ??????. ?????? ???????????. ??? ?????? ????? ??????? ???? ????? ?????????. ?? ?????????? ??????? ???????? ?? ????? ???????.",4,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,1,26,10,4,1,,1,1,,2,2,,"1",,,1,13,15,38,91,33,34,34,258,,2021-04-10 16:15:56,1,0,7,7,0,0,1.63,32
1283,,,"russia","interview","rus",2021-04-10 16:11:38,2,,2,5,2,5,2,4,,,,,,,1,,,-1,,9,,3,,2,"????? ??????? ?????????? ????? ?????????. ????????????? ??????? ????????? ?? ????????????? ???????? ?? ??????. ",3,,4,3,2,3,1,1,2,3,,,,,,,,,3,3,3,3,3,3,3,,2,48,7,2,2,,1,1,,1,1,,"3",,,1,9,47,85,202,117,66,95,621,,2021-04-10 16:21:59,1,0,7,7,0,0,0.77,3
1284,,,"russia","interview","rus",2021-04-10 16:11:39,2,,-9,2,-9,5,4,4,,,,,,,16,,,8,,9,,3,,1,"? ???????? ??????? ??????. ????????? ??? ????????",3,,3,2,2,2,2,2,2,3,,,,,,,,,2,2,3,2,2,2,2,,2,41,7,3,1,,6,1,,2,2,,"1",,,1,7,32,71,61,88,42,65,366,,2021-04-10 16:17:45,1,0,7,7,5,5,1.24,15
1286,,,"russia","interview","rus",2021-04-10 16:11:40,2,,4,5,2,5,-9,-9,,,,,,,3,,,10,,5,,4,,-1,"?????? ??????????. ????????? ????? ??????? ???? ????????.",1,,4,4,4,4,4,4,4,4,,,,,,,,,2,3,3,3,3,3,3,,2,41,10,3,4,,1,1,,2,2,,"3",,,1,25,50,56,113,113,79,88,524,,2021-04-10 16:20:24,1,0,7,7,5,5,0.76,2
1288,,,"russia","interview","rus",2021-04-10 16:11:40,2,,1,4,3,4,4,4,,,,,,,16,,,5,,-1,,3,,1,"19 ???????? 2021 ???? ??????? ?????? ? ??????????????? ????. ???????? ??? ??? ?????? ??????? ? ??????????? ?? ??????? ?????? ????????????? ????????.",3,,2,3,2,2,2,2,2,3,,,,,,,,,2,2,3,2,2,2,2,,2,31,8,2,3,,1,1,,2,2,,"2",,,1,26,31,70,173,68,31,98,497,,2021-04-10 16:19:57,1,0,7,7,0,0,0.89,3
1289,,,"russia","interview","rus",2021-04-10 16:11:40,3,,1,4,1,5,1,1,,,,,,,16,,,5,,7,,3,,1,"??? ??????? ????? ?????? ?????????????? ????????????? ??????????? ? ? ??????????? ????? <br>? ?????? ???????? ?? ??????? ?????? ??????.",2,,4,3,3,3,2,3,3,3,,,,,,,,,2,3,3,-1,-1,-1,-1,,2,61,10,3,1,,2,1,,1,2,,"2",,,1,6,36,142,460,329,63,90,1126,,2021-04-10 16:30:26,1,0,7,7,0,0,0.76,8
1292,,,"russia","interview","rus",2021-04-10 16:11:41,4,,1,4,2,5,5,5,,,,,,,3,,,-1,,8,,3,,1,"19 ???????? 2021 ? ????????? ??????. ???????????,??? ??????????? ???? ????????? ?? ?? ????????,????? ????????????? ???????? ???? ????????? ?? ???????? ",3,,2,2,2,2,2,2,2,2,,,,,,,,,2,2,2,2,2,2,-1,,1,28,5,2,4,,1,1,,2,2,,"3",,,1,7,31,83,164,97,95,78,555,,2021-04-10 16:20:56,1,0,7,7,0,0,0.91,6
1294,,,"russia","interview","rus",2021-04-10 16:11:42,2,,2,5,4,5,1,5,,,,,,,16,,,-1,,8,,2,,1,"? ???????? 2021 ???? ?????? ?????? ? ?? ??????. ?? ?????? ??????? ????? ????, ??? ?????? ???? ????????????????? ? ?????? ???????? ??????",4,,3,2,1,1,3,1,2,1,,,,,,,,,3,2,3,4,3,4,2,,1,42,10,4,2,,2,1,,2,1,,"2",,,1,34,29,93,147,90,42,71,506,,2021-04-10 16:20:08,1,0,7,7,0,0,0.82,1
1295,,,"russia","interview","rus",2021-04-10 16:11:42,4,,-9,-9,-9,5,-9,5,,,,,,,16,,,-1,,10,,4,,2,"?? ?????? ?? ?? ??? ????????????? ????, ???????? ??? ????? ?????? ?? ?????? , ??? ??????? ???????? ??? ????? ??????????, ?? ? ???????? ???? ?????????, ?? ??? ?????? ?? ???????, ???? ???? ?? ??? ??? ??? ??????.",4,,3,2,1,1,1,1,3,1,,,,,,,,,2,3,-1,1,2,2,1,,1,33,7,4,3,,1,1,,3,2,,"2",,,1,83,39,87,323,167,82,117,898,,2021-04-10 16:26:40,1,0,7,7,10,10,0.51,0
1297,,,"russia","interview","rus",2021-04-10 16:11:43,2,,2,1,4,5,5,2,,,,,,,1,,,-1,,7,,3,,1,"? ??????????? ?????? ?????????? ?????? ????????? ??????????????? ????. ? ????? ?????????? ????????? ?? ??????? ?????? ????????????? ????????",3,,2,2,2,2,2,2,2,3,,,,,,,,,3,2,3,3,2,3,3,,2,28,10,2,1,,1,2,,3,2,,"2",,,1,45,67,189,282,121,74,121,899,,2021-04-10 16:26:42,1,0,7,7,0,0,0.46,0
1298,,,"russia","interview","rus",2021-04-10 16:11:43,2,,1,4,1,5,5,4,,,,,,,3,,,7,,-1,,3,,2,"????????? ?????? ? ????????? ????????",4,,2,1,1,1,3,1,1,2,,,,,,,,,1,1,1,1,1,1,2,,2,31,7,2,2,,1,1,,2,2,,"3",,,1,14,36,56,47,53,30,51,287,,2021-04-10 16:16:30,1,0,7,7,0,0,1.39,21
1300,,,"russia","interview","rus",2021-04-10 16:11:46,1,,3,3,3,5,5,4,,,,,,,2,,,1,,10,,3,,1,"19 ???????? ? ?????? ????????? ?????? ????????? ???????.",3,,3,3,4,3,2,2,3,3,,,,,,,,,3,3,4,4,3,4,3,,2,18,4,1,1,,4,1,,2,1,,"1",,,1,4,10,20,50,36,25,32,177,,2021-04-10 16:14:43,1,0,7,7,0,0,2.48,77
1301,,,"russia","interview","rus",2021-04-10 16:11:46,3,,2,5,4,5,5,5,,,,,,,16,,,-1,,-1,,3,,1,"19 ???????? ?????? ??????????? ?? ??? ?????? ?????? ?????? ???????? ????? ? ??????????",3,,4,2,1,2,1,1,2,3,,,,,,,,,2,3,4,2,2,2,2,,2,26,4,2,4,,5,1,,3,2,,"1",,,1,18,26,54,81,128,42,59,408,,2021-04-10 16:18:35,1,0,7,7,0,0,1.05,7
1303,,,"russia","interview","rus",2021-04-10 16:11:49,2,,1,4,1,5,3,4,,,,,,,4,,,5,,9,,2,,1,"????? ????????????, ??? ??????????? ?? ?????? ????????? ??? ???? ??????,?? ???? ??????????, ??? ?????? ????????? ? ??????????? ?? ??????? ?????? ????????????? ????????, ??? ??????????? ? ????????? ???????? ??????. ?????? ????? ???????? ???? ????????? ? ?????????? ?????????.",4,,3,2,1,2,2,1,3,3,,,,,,,,,3,3,4,3,3,3,3,,1,30,10,3,1,,1,1,,3,2,,"3",,,1,14,55,35,335,100,116,88,743,,2021-04-10 16:24:12,1,0,7,7,0,0,0.77,5
1304,,,"russia","interview","rus",2021-04-10 16:11:49,2,,5,3,3,5,2,5,,,,,,,1,,,5,,4,,3,,1,"<br>? ???????????, 19 ???????? 2021 ????, ? ?????? ?????? ?????????? ?????? ????????? ??????????????? ????. ?????????, ??? ????? 2000 ?????????????????? ?????????? ?????? ??????? ? ?????? ?? 450 ???? ? ??????????. ?????????? ????? ??????? ?????? ????? 110 ????????? ???????. ",4,,2,3,2,3,2,3,3,3,,,,,,,,,2,2,3,4,4,4,3,,2,29,5,2,1,,1,1,,1,1,,"3",,,1,12,17,32,34,41,7,53,196,,2021-04-10 16:15:05,1,0,7,7,0,0,1.96,78
1305,,,"russia","interview","rus",2021-04-10 16:11:49,3,,1,3,1,5,1,4,,,,,,,16,,,5,,8,,3,,1,"? ?????? ?????????? ?????? ????????? ??????????????? ????. ?????? ?????????????? ????????? ??????????? ?? ??????? ?????? ????????????? ????????, ? ?????????? ???? ????? ????????????? ????????, ????????? ? ??????????, ???? ????????? ?? ???????? ????????????? ????????.",2,,2,3,2,2,2,2,2,2,,,,,,,,,3,3,3,3,3,3,2,,2,30,10,3,1,,1,1,,2,2,,"4",,,1,33,13,36,165,31,165,37,480,,2021-04-10 16:19:49,1,0,7,7,0,0,1.36,29
1307,,,"russia","interview","rus",2021-04-10 16:11:50,3,,1,-9,2,5,2,4,,,,,,,1,,,-1,,10,,4,,2,"??? ?????? ??????? ?????????,?????????? ?????????????????? ?????????.? ??? ????? ??????????? ?????? ? ?? ????????? ???????.",2,,3,3,1,1,1,1,2,1,,,,,,,,,3,2,4,3,2,3,2,,1,41,6,3,2,,3,1,,3,2,,"2",,,1,35,121,125,298,295,67,125,1066,,2021-04-10 16:29:36,1,0,7,7,3,2,0.42,0
1308,,,"russia","interview","rus",2021-04-10 16:11:51,2,,2,1,4,5,1,2,,,,,,,1,,,7,,10,,2,,-1,"???????? ??????? ??????, ????????????? ????????, ?????? ????????? ?? ?????, ""?????????"" ?????? ????????? ?????????? ?? ???????. ?? ? ?????????? ????????? ???? ?????????????, ????? ????????, ?????????? ???????, ???? ????????? ?? ????????????? ????????.",4,,4,1,1,2,2,3,2,3,,,,,,,,,2,2,3,3,1,2,2,,1,20,7,2,2,,3,1,,1,2,,"3",,,1,11,55,64,425,79,64,64,762,,2021-04-10 16:24:33,1,0,7,7,0,0,0.79,1
1309,,,"russia","interview","rus",2021-04-10 16:11:51,2,,1,4,2,5,-9,5,,,,,,,2,,,9,,10,,3,,-1,"????????????? ???????. ? ?????? ??? ???????.",4,,2,1,1,1,2,1,1,1,,,,,,,,,2,2,2,2,2,1,1,,1,50,7,1,5,,1,1,,1,2,,"2",,,1,58,54,177,151,136,93,150,819,,2021-04-10 16:25:30,1,0,7,7,3,2,0.49,0
1310,,,"russia","interview","rus",2021-04-10 16:11:51,2,,4,4,2,5,5,4,,,,,,,1,,,5,,9,,4,,2,"????? ??????? ????????? ????????? ????????? ? ???? ????????????? ???????? , ????? ????? ??? ???? ?????????? ?? ????? ??????????? ????????????",3,,4,3,3,3,4,3,2,4,,,,,,,,,3,3,2,4,2,2,3,,2,16,3,-9,1,,5,-9,,-1,2,,"3",,,1,26,27,59,296,69,48,66,591,,2021-04-10 16:21:42,1,0,7,7,5,5,0.86,2
1311,,,"russia","interview","rus",2021-04-10 16:11:52,2,,1,2,1,5,2,3,,,,,,,16,,,-1,,8,,2,,1,"? ???????? 2021 ???? ? ?????? ????????? ?????? ? ???????. ???????????????? ????? 2000 ??????????.",3,,3,3,2,2,2,2,3,3,,,,,,,,,2,3,2,2,2,2,3,,1,35,10,1,4,,3,1,,1,2,,"1",,,1,4,25,68,79,57,142,98,473,,2021-04-10 16:19:45,1,0,7,7,0,0,1.29,25
1312,,,"russia","interview","rus",2021-04-10 16:11:54,2,,1,1,1,5,2,5,,,,,,,1,,,-1,,10,,4,,1,"? 2021 ???? ?????? ?????? ? ??????????????? ????, ???? ???????? ???????? ????????? ?? ??????? ?????? ???????? .",4,,3,2,1,2,1,2,2,3,,,,,,,,,2,2,3,2,2,2,3,,2,29,4,2,3,,1,1,,1,2,,"2",,,1,59,61,86,202,232,59,57,756,,2021-04-10 16:24:30,1,0,7,7,0,0,0.6,0
1313,,,"russia","interview","rus",2021-04-10 16:11:54,3,,2,2,3,5,5,2,,,,,,,16,,,6,,9,,3,,1,"? ?????? ?????? ?????????? ?????? ????????? ??????????????? ????. ????????, ??? ??????????? ??? ?????? ? ?? ??? ??????, ??? ? ? ???????? ??????, ?????? ?????? ???????? ????? ? ??????????. ???????????, ??? ????? ??? ??????????? ?????????? ????????, ??? ?????? ?????????????? ????????? ??????????? ?? ??????? ?????? ????????????? ????????",3,,2,2,2,2,2,2,2,2,,,,,,,,,2,2,2,2,2,2,1,,1,29,8,4,2,,5,1,,3,2,,"2",,,1,26,119,99,112,95,51,90,592,,2021-04-10 16:21:46,1,0,7,7,0,0,0.7,2
1314,,,"russia","interview","rus",2021-04-10 16:11:55,2,,2,4,1,5,5,4,,,,,,,1,,,7,,9,,3,,2,"????? ????? ?????? ? ???????. ??????????? ??? ??? ??? ?????? ? ????? ??? ????????? ?????????? ? ??????? ?????????? ? ????????????? ???????? ???????. ??? ????????? ?? ?????? ???????? ??????.",3,,3,2,2,2,2,2,2,3,,,,,,,,,3,2,3,-1,3,3,2,,2,28,8,3,2,,1,1,,2,2,,"2",,,1,40,49,85,328,113,106,66,787,,2021-04-10 16:25:02,1,0,7,7,0,0,0.58,0
1315,,,"russia","interview","rus",2021-04-10 16:11:55,4,,1,2,2,5,1,2,,,,,,,16,,,-1,,-1,,3,,1,"??? ??? ?????? - ?? ??? ??? ??????. ",-1,,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,-1,-1,-1,-1,-1,-1,1,,2,51,5,2,3,,5,1,,2,-1,,"2",,,1,26,41,87,118,54,56,99,481,,2021-04-10 16:19:56,1,0,7,7,0,0,0.83,4
1316,,,"russia","interview","rus",2021-04-10 16:11:56,3,,1,4,2,4,4,4,,,,,,,16,,,3,,10,,4,,1,"19 ???????? 2021 ???? ? ?????? ??????? ?????? ????????? ???????, ??? ? ?????? ?? 450 ???? ?????? ??????? ????? 2000 ??????????. ??????? ????????? ?????? ????? 110 ????????? ???????.<br><br>????????, ??? ??????????? ??????, ? 4 ?????? ???????? ????? ? ??????????. ",3,,2,3,3,2,1,2,3,3,,,,,,,,,4,3,4,3,3,4,2,,2,18,4,1,1,,4,1,,-1,1,,"1",,,1,4,9,14,195,121,41,191,575,,2021-04-10 16:21:31,1,0,7,7,0,0,1.67,57
1317,,,"russia","interview","rus",2021-04-10 16:11:56,3,,1,4,1,5,1,5,,,,,,,1,,,4,,7,,4,,-1,"?????? ? ???, ??? 19 ???????? ????? ???? ????????? ??????  ? ??? ????.? ?????? ??????????????, ??? ?? ?????? ???????  ????? ??????? ?????? 4 ??????. ? ?????? ??????????????, ??? ??????????? ???? ????????????? ? ?????? ?????? ?? ??????. ? ?????? ?????????? ???????? ?? ???? ? ???, ??? ????????????? ???? ? ?????? ???????? ??????.",1,,4,4,3,4,2,2,4,4,,,,,,,,,1,2,2,1,1,1,4,,1,48,10,3,3,,5,1,,2,2,,"2",,,1,95,51,143,494,148,204,169,1222,,2021-04-10 16:33:40,1,0,7,7,0,0,0.36,0
1318,,,"russia","interview","rus",2021-04-10 16:11:56,3,,1,5,1,5,5,4,,,,,,,16,,,-1,,-1,,-1,,-1,"????????, ??? 19 ???????? ?????? ?????? ????????? ???????,? ????? ???????????, ????? ???????? ? ???????? ?????????? ?? ??????? ?????? ????????????? ????????.",3,,2,2,1,1,1,1,2,2,,,,,,,,,1,1,1,1,1,1,3,,1,35,10,4,3,,5,1,,3,-1,,"2",,,1,28,25,57,412,79,33,63,697,,2021-04-10 16:23:33,1,0,7,7,0,0,0.9,4
1319,,,"russia","interview","rus",2021-04-10 16:11:57,4,,1,5,1,5,5,-1,,,,,,,16,,,-1,,-1,,-1,,2,"??????? ?????? 19 ???????? 2021 ????,????? ??????????? ??? ?????? ??? ??????? ?? ???? ???????? ????????? ??? ?????? ??????????",3,,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,-1,-1,-1,-1,-1,-1,2,,2,23,7,2,3,,5,1,,-1,2,,"2",,,1,12,36,102,197,112,57,79,595,,2021-04-10 16:21:52,1,0,7,7,0,0,0.77,1
1320,,,"russia","interview","rus",2021-04-10 16:11:57,2,,2,4,1,5,1,3,,,,,,,4,,,-1,,9,,2,,1,"????????? ?????? ????????? ? ??????????????? ????. ???????? ?????????",3,,3,2,2,2,2,2,2,2,,,,,,,,,2,2,2,2,2,1,2,,1,35,7,4,4,,3,1,,2,2,,"3",,,1,18,33,73,116,87,73,99,499,,2021-04-10 16:20:16,1,0,7,7,0,0,0.81,1
1322,,,"russia","interview","rus",2021-04-10 16:11:58,2,,1,2,1,5,5,5,,,,,,,1,,,10,,10,,4,,2,"19 ???????? 2021 ????, ????? ????????? ??????. 2000 ?????????, ??????? ??????? ? ???? ???????,?? 450 ???? ? ??????????!<br>????????,????? ??????????? ? ???? ???????.<br>",1,,4,4,4,4,3,4,4,4,,,,,,,,,1,1,4,4,4,1,3,,2,18,7,1,4,,4,1,,-1,2,,"2",,,1,79,24,66,170,61,83,48,531,,2021-04-10 16:20:49,1,0,7,7,0,0,0.88,5
1323,,,"russia","interview","rus",2021-04-10 16:11:59,2,,1,4,5,5,4,5,,,,,,,3,,,-1,,7,,3,,1,"?????? ?????? ??? ?????? ? ???????????",-1,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,-1,,2,39,7,2,1,,1,1,,2,2,,"3",,,1,4,28,39,162,53,21,46,353,,2021-04-10 16:17:52,1,0,7,7,0,0,1.6,33
1324,,,"russia","interview","rus",2021-04-10 16:11:59,1,,2,5,4,5,4,3,,,,,,,3,,,7,,7,,3,,1,"????? ???????, ??????? ?????? ?????? ? ???????? 21 ????, ???????????????? ?????? ?????? ???????? ????? ? ??????????. ?????????? ??? ?????? ?????????????? ????????? ???????????, ????? ???? ?????-?????????? ????????????? ???????? ???? ????????? ?? ?? ???????",2,,4,3,3,3,2,2,2,4,,,,,,,,,1,1,3,2,2,1,2,,1,47,10,2,3,,1,1,,2,1,,"3",,,1,15,35,69,235,108,39,92,593,,2021-04-10 16:21:52,1,0,7,7,0,0,0.81,1
1325,,,"russia","interview","rus",2021-04-10 16:12:01,3,,1,1,1,4,5,4,,,,,,,16,,,5,,7,,3,,-1,"? ??????????? ???? ? ?????? ?????????? ?????? ????????? ??????????????? ????. ????? ????????, ???, ????????, ?????? ???? ??????????.",4,,2,2,2,1,1,2,2,3,,,,,,,,,2,2,2,2,-1,-1,3,,2,27,8,2,3,,5,1,,2,2,,"2",,,1,29,37,70,263,110,81,88,678,,2021-04-10 16:23:19,1,0,7,7,0,0,0.65,0
1326,,,"russia","interview","rus",2021-04-10 16:12:02,2,,5,5,4,5,5,5,,,,,,,1,,,9,,5,,3,,2,"???? ?????? ??????? ? ??????????",1,,4,2,4,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,,1,46,7,3,1,,1,1,,1,1,,"3",,,1,19,37,58,80,87,27,66,374,,2021-04-10 16:18:16,1,0,7,7,0,0,1.09,9
1327,,,"russia","interview","rus",2021-04-10 16:12:03,3,,1,5,1,2,1,2,,,,,,,16,,,6,,10,,3,,1,"? 2021???? ?? ??????? ????????? ????? 2000?????????????????? ??????????, ??????? ????? ??????????? ? ?????? ?? 450????",3,,1,1,1,1,1,1,1,1,,,,,,,,,2,2,2,2,3,2,2,,1,38,10,4,3,,1,1,,3,2,,"1",,,1,10,28,67,190,57,38,60,450,,2021-04-10 16:19:33,1,0,7,7,0,0,1.06,6
1329,,,"russia","interview","rus",2021-04-10 16:12:04,3,,2,2,5,5,2,4,,,,,,,1,,,3,,9,,3,,1,"19 ???????? 2021 ????,? ?????? ?????? ?????????? ?????? ????????? ??????????????? ????.???????? ??????????? ??? ?????????? ? ????? ???????????,??? ?????? ?????????????? ???????????.",4,,2,2,2,2,2,2,2,2,,,,,,,,,3,3,3,3,3,3,2,,2,37,10,2,5,,1,1,,2,2,,"2",,,1,63,184,156,250,162,132,173,967,,2021-04-10 16:30:44,1,0,7,7,0,0,0.35,0
1330,,,"russia","interview","rus",2021-04-10 16:12:05,2,,1,2,1,5,5,4,,,,,,,2,,,3,,9,,3,,1,"? ???????? 2021 ???? ????????? ?????? ????????? ? ??????????????? ????. ????? ?????????? ???????? ? ?????????????? ?????? ??????? ??-?? ???????? ?????????.",4,,2,2,1,2,3,2,2,2,,,,,,,,,2,1,3,3,2,2,3,,1,32,4,4,4,,1,1,,2,2,,"2",,,1,5,49,95,257,139,95,75,715,,2021-04-10 16:24:00,1,0,7,7,0,0,0.88,11
1331,,,"russia","interview","rus",2021-04-10 16:12:05,3,,2,5,1,5,5,3,,,,,,,4,,,8,,9,,3,,2,"? ?????? ?????????? ?????? ????????? ? ??????????????? ????. ????? ??? ??????????? ??????????, ??? ??????????? ?????? ?????????? ? ????????????? ??????????? ????????? ???????, ?? ?????????? ???????? ???? ????????? ?? ???????? ????????????? ????????. ",3,,2,2,3,2,3,3,2,2,,,,,,,,,3,3,4,3,3,3,2,,1,19,4,2,4,,4,1,,-1,2,,"3",,,1,13,33,47,458,61,34,92,738,,2021-04-10 16:24:23,1,0,7,7,0,0,0.95,5
1332,,,"russia","interview","rus",2021-04-10 16:12:05,2,,-9,-9,-9,4,-9,-9,,,,,,,3,,,-1,,5,,3,,1,"?????? ? ??????? ????????? ???????? ????????????? 4 ??????",2,,4,3,3,3,3,3,3,4,,,,,,,,,1,2,3,1,2,2,3,,2,40,6,3,3,,1,1,,2,1,,"2",,,1,54,46,70,120,102,69,116,577,,2021-04-10 16:21:42,1,0,7,7,13,12,0.68,1
1335,,,"russia","interview","rus",2021-04-10 16:12:06,2,,2,2,4,5,4,3,,,,,,,1,,,7,,5,,3,,1,"? ?????? ?? ???????????? ???????? ??? ????? ??????? 19.11.21, ??????? ??? ??????, ????? ???????? ? ???????? ?????????? ?? ??????? ?????? ?????????????  ????????",2,,4,2,2,3,3,2,4,3,,,,,,,,,3,2,3,2,3,4,3,,2,27,6,3,4,,1,1,,2,2,,"2",,,1,19,73,72,190,113,45,65,577,,2021-04-10 16:21:43,1,0,7,7,0,0,0.74,0
1336,,,"russia","interview","rus",2021-04-10 16:12:08,4,,1,1,1,3,4,2,,,,,,,16,,,-1,,-1,,-1,,1,"? ??????????? ?????? ?????? ?????? ? ???????. ????? ???????????, ??? ??? ?????? ? ??????????? ?? ??????? ????????????? ????????. ? ???????????, ??? ???????? ??????? ????????? ? ???? ????????? ???????????????.",2,,-1,3,1,3,-1,3,4,3,,,,,,,,,-1,-1,-1,-1,-1,-1,3,,1,24,8,3,1,,1,1,,2,2,,"4",,,1,7,18,43,149,60,48,102,427,,2021-04-10 16:19:15,1,0,7,7,0,0,1.23,16
1337,,,"russia","interview","rus",2021-04-10 16:12:09,3,,1,5,2,5,5,4,,,,,,,3,,,5,,10,,2,,2,"????????? ?????? ????????? ??????????????? ????, ??? ???? ?????? ?????? ? ??????????.",3,,4,4,2,3,3,3,2,1,,,,,,,,,3,3,4,3,3,2,2,,2,30,8,2,5,,1,1,,1,2,,"2",,,1,22,45,63,170,90,54,57,501,,2021-04-10 16:20:30,1,0,7,7,0,0,0.81,0
1339,,,"russia","interview","rus",2021-04-10 16:12:09,2,,-9,5,-9,5,5,-9,,,,,,,4,,,5,,5,,2,,2,"? ?????????, ?????? ?????????? ? ????????????? ??????????? ???????? ???????",2,,3,3,3,3,3,3,3,3,,,,,,,,,3,4,3,3,4,3,2,,1,43,7,2,2,,3,1,,2,1,,"3",,,1,30,38,50,83,60,49,81,391,,2021-04-10 16:18:40,1,0,7,7,8,7,0.99,8
